,Date to Expired,Date,S50H23,ATM,Call ATM Premium,Put ATM Premium,Sum ATM Premium,Call OTM Premium,Put OTM Premium,Sum OTM Premium,Open,High,Low,Close,Volatility
54,54,2023-01-12,1009.8,1000,23.6,13.5,37.1,12.0,6.1,18.1,1013.26,1015.1,1006.74,1011.8,0.10919940767565492
55,55,2023-01-11,1008.5,1000,22.7,14.3,37.0,11.3,6.7,18.0,1017.2,1018.37,1008.59,1011.61,0.10919967368655756
56,56,2023-01-10,1012.5,1000,25.6,13.3,38.900000000000006,12.9,6.2,19.1,1019.61,1020.39,1012.62,1017.02,0.10906539522017045
57,57,2023-01-09,1014.6,1025,13.4,24.5,37.9,5.0,12.2,17.2,1015.57,1020.24,1014.48,1017.96,0.10958266761562444
58,58,2023-01-06,1003.6,1000,20.9,17.1,38.0,9.3,8.5,17.8,1003.79,1011.48,1002.84,1007.61,0.10914923489921759
59,59,2023-01-05,999.5,1000,18.4,19.0,37.4,8.3,9.5,17.8,1009.94,1011.34,999.82,1002.46,0.10909388813305303
60,60,2023-01-04,1005.1,1000,22.0,16.9,38.9,10.6,8.7,19.299999999999997,1013.3,1018.7,1005.99,1009.9,0.11054613804870361
61,61,2023-01-03,1008.1,1000,24.1,16.5,40.6,12.6,8.5,21.1,1009.84,1016.78,1007.95,1013.39,0.11052447745119234
62,62,2022-12-30,1007.3,1000,24.0,17.3,41.3,12.2,9.3,21.5,1010.12,1014.08,1005.1,1005.24,0.11150280370528104
63,63,2022-12-29,1002.4,1000,20.9,18.4,39.3,9.7,9.9,19.6,998.37,1011.44,995.9,1010.19,0.11163376619210132
64,64,2022-12-28,997.1,1000,18.4,21.1,39.5,8.3,11.0,19.3,996.23,1002.07,994.18,1000.54,0.11131515582163073
65,65,2022-12-27,994.4,1000,16.1,22.0,38.1,7.2,11.8,19.0,986.71,998.02,986.02,996.07,0.11132566044343915
66,66,2022-12-26,978.4,975,20.9,17.8,38.7,10.4,9.3,19.700000000000003,980.11,985.48,979.23,983.51,0.11063542554791597
67,67,2022-12-23,973.8,975,18.9,20.1,39.0,9.0,10.9,19.9,974.47,979.92,972.89,978.21,0.11070816713185158
68,68,2022-12-22,971.2,975,18.3,22.0,40.3,8.8,11.5,20.3,976.12,978.43,973.8,977.86,0.11169964343352097
69,69,2022-12-21,968.5,975,17.0,24.0,41.0,8.2,12.7,20.9,975.13,975.3,969.31,973.64,0.11170881907301128
70,70,2022-12-20,968.9,975,17.2,23.3,40.5,8.6,12.0,20.6,979.8,980.49,968.38,973.67,0.11170876703725592
71,71,2022-12-19,972.4,975,18.5,21.2,39.7,9.2,10.5,19.7,979.57,982.62,975.22,979.42,0.11234871069735061
72,72,2022-12-16,973.8,975,19.6,20.9,40.5,9.7,11.2,20.9,975.34,980.6,973.29,980.24,0.113238610056662
73,73,2022-12-15,970.4,975,18.0,22.9,40.9,9.2,12.4,21.6,983.87,985.33,975.72,978.58,0.11414190353564548
74,74,2022-12-14,978.8,975,22.9,18.9,41.8,11.4,10.3,21.700000000000003,983.5,987.28,981.22,984.7,0.11699077502497837
75,75,2022-12-13,974.7,975,20.2,21.3,41.5,10.0,11.3,21.3,982.87,984.62,977.14,981.17,0.1169455482339753
76,76,2022-12-09,975.0,975,21.1,21.4,42.5,10.1,11.5,21.6,977.9,983.22,974.63,979.01,0.11694100086164265
77,77,2022-12-08,970.4,975,19.0,23.8,42.8,9.2,13.2,22.4,979.22,980.26,972.84,977.47,0.11694535014438338
78,78,2022-12-07,975.3,975,21.0,22.1,43.1,11.0,11.5,22.5,983.25,987.36,977.78,978.83,0.11704002720661796
79,79,2022-12-06,978.9,975,24.2,20.4,44.599999999999994,13.0,10.9,23.9,985.74,986.56,980.06,983.77,0.11703242737307205
80,80,2022-12-02,982.7,975,27.0,19.9,46.9,14.1,10.8,24.9,993.63,994.21,985.39,987.3,0.11700899752839616
81,81,2022-12-01,988.3,1000,17.3,29.6,46.900000000000006,7.7,17.7,25.4,996.86,997.99,992.39,994.36,0.11678991674748569
82,82,2022-11-30,988.8,1000,17.3,29.0,46.3,7.1,17.7,24.799999999999997,987.32,994.48,983.53,993.78,0.1168144512572354
83,83,2022-11-29,981.5,975,27.9,21.4,49.3,15.2,12.0,27.2,981.12,987.37,978.47,986.92,0.1166979731600161
84,84,2022-11-28,974.2,975,24.1,24.9,49.0,12.8,14.0,26.8,978.91,982.56,976.28,979.53,0.11645603770167402
85,85,2022-11-25,977.6,975,26.5,23.2,49.7,14.0,12.8,26.8,985.35,985.84,980.42,983.27,0.11639480928202602
86,86,2022-11-24,982.5,975,29.0,21.0,50.0,16.3,12.0,28.3,991.12,992.12,984.82,988.13,0.11629631750943145
87,87,2022-11-23,985.8,975,30.1,21.0,51.1,16.8,12.3,29.1,985.06,990.17,983.13,987.84,0.11629637119038122
88,88,2022-11-22,978.0,975,27.0,24.4,51.4,15.4,13.1,28.5,985.15,991.22,979.59,981.97,0.11614406607015393
89,89,2022-11-21,979.1,975,27.5,22.5,50.0,15.2,13.0,28.2,978.92,986.35,976.91,984.74,0.11610948018126915
90,90,2022-11-18,977.9,975,26.4,23.9,50.3,15.1,14.1,29.2,980.92,983.55,977.37,981.62,0.116317757296689
91,91,2022-11-17,975.0,975,25.0,23.9,48.9,14.4,14.2,28.6,981.81,983.21,977.47,980.74,0.11634337787941613
92,92,2022-11-16,978.9,975,27.7,23.5,51.2,15.8,13.1,28.9,991.42,991.67,981.99,984.61,0.11637456046228462
93,93,2022-11-15,987.3,975,31.6,19.3,50.900000000000006,18.9,11.9,30.799999999999997,993.04,996.3,989.2,992.23,0.11619858093604926
94,94,2022-11-14,986.7,975,31.5,20.0,51.5,17.7,11.7,29.4,997.43,1000.05,988.46,992.15,0.11621793084987682
95,95,2022-11-11,997.1,1000,22.6,27.2,49.8,12.2,16.6,28.8,999.32,1003.34,994.96,1001.3,0.11584940886609722
96,96,2022-11-10,981.3,975,29.2,22.5,51.7,16.2,13.3,29.5,982.93,990.3,981.0,987.63,0.11524236524505962
97,97,2022-11-09,982.0,975,28.8,23.0,51.8,17.0,13.9,30.9,994.96,996.86,987.55,989.39,0.11523483018098139
98,98,2022-11-08,989.9,1000,19.5,29.9,49.4,9.9,19.4,29.299999999999997,990.23,996.85,990.02,994.83,0.11526535583290698
99,99,2022-11-07,982.1,975,29.5,23.4,52.9,16.6,14.5,31.1,993.31,995.52,984.97,987.27,0.11505120910440043
100,100,2022-11-04,979.3,975,29.0,24.5,53.5,16.0,14.8,30.8,991.58,997.03,989.3,989.77,0.11508871696167011
101,101,2022-11-03,982.4,975,31.0,22.2,53.2,18.0,13.6,31.6,988.66,992.31,986.72,989.65,0.1154561572815643
102,102,2022-11-02,984.8,975,32.6,21.1,53.7,18.4,13.1,31.5,991.04,994.97,987.62,991.48,0.115499600878286
103,103,2022-11-01,985.8,975,31.7,22.0,53.7,19.0,13.8,32.8,983.0,992.01,981.58,989.52,0.11548289430694546
104,104,2022-10-31,972.9,975,24.2,27.3,51.5,12.1,17.5,29.6,982.19,985.18,976.27,979.45,0.11505071214485967
105,105,2022-10-28,970.6,975,24.0,29.5,53.5,12.0,18.2,30.2,975.35,978.08,970.35,976.57,0.11524722742443273
106,106,2022-10-27,967.6,975,22.7,29.9,52.599999999999994,12.0,20.1,32.1,969.81,977.2,967.09,974.96,0.11528170973625071
107,107,2022-10-26,959.9,950,31.9,22.7,54.599999999999994,19.3,12.5,31.8,970.18,971.42,965.33,967.34,0.11507016246557732
108,108,2022-10-25,959.2,950,33.0,23.4,56.4,19.2,13.0,32.2,965.9,968.66,962.9,967.32,0.11543038820454889
109,109,2022-10-21,953.5,950,29.8,26.0,55.8,18.5,16.4,34.9,959.65,963.66,957.8,961.6,0.11541626813555399
110,110,2022-10-20,952.8,950,28.2,26.0,54.2,18.0,17.3,35.3,950.21,962.98,948.53,961.71,0.11568672542701751
111,111,2022-10-19,945.4,950,25.1,26.8,51.900000000000006,15.1,15.7,30.799999999999997,954.13,956.93,949.59,952.96,0.11550273668534045
112,112,2022-10-18,943.9,950,26.5,33.0,59.5,16.5,20.9,37.4,946.36,956.4,945.35,952.84,0.11550480831014258
113,113,2022-10-17,935.7,925,33.6,24.9,58.5,21.1,16.4,37.5,938.84,945.27,931.66,942.77,0.11526136908224471
114,114,2022-10-12,931.3,925,29.9,27.5,57.4,18.5,18.2,36.7,938.66,941.36,935.14,937.91,0.11514324399820376
115,115,2022-10-11,927.0,925,30.4,27.2,57.599999999999994,19.9,18.9,38.8,937.99,940.57,933.71,937.22,0.11517895349707914
116,116,2022-10-10,932.2,925,32.5,22.4,54.9,21.6,17.9,39.5,941.54,943.19,936.07,940.62,0.11526688119793906
117,117,2022-10-07,940.9,950,24.1,34.0,58.1,14.9,23.1,38.0,951.09,952.52,941.61,946.51,0.11580878681271413
118,118,2022-10-06,942.4,950,26.4,32.1,58.5,16.3,21.0,37.3,951.9,957.11,950.09,950.17,0.11576794668614933
119,119,2022-10-05,936.9,925,39.2,23.5,62.7,23.6,15.6,39.2,951.78,953.98,944.96,948.33,0.11597059755406264
120,120,2022-10-04,938.5,950,23.9,35.3,59.199999999999996,14.4,22.8,37.2,948.11,950.75,939.9,946.89,0.11686858320821455
121,121,2022-10-03,935.1,925,36.0,24.5,60.5,22.1,17.2,39.3,952.76,956.98,936.1,937.55,0.11649471725707311
