Date,Open,High,Low,Close
2012-05-25,777.80,788.69,774.76,786.87
2012-05-28,784.10,791.78,778.90,791.76
2012-05-29,792.07,804.46,791.87,802.16
2012-05-30,795.05,797.18,788.76,789.62
2012-05-31,781.04,794.48,777.33,791.54
2012-06-01,787.71,789.73,772.39,772.39
2012-06-05,776.13,778.32,761.66,761.66
2012-06-06,770.26,780.37,769.41,775.60
2012-06-07,785.73,789.06,773.83,777.14
2012-06-08,774.90,783.68,771.36,783.68
2012-06-11,796.74,807.94,796.74,807.94
2012-06-12,799.98,810.66,797.65,810.66
2012-06-13,811.33,813.62,801.63,806.51
2012-06-14,802.48,810.85,801.37,801.72
2012-06-15,808.25,816.37,807.13,812.56
2012-06-18,822.50,824.79,807.17,809.88
2012-06-19,812.14,816.90,808.36,816.90
2012-06-20,814.80,818.61,812.40,816.68
2012-06-21,809.94,811.07,802.90,804.89
2012-06-22,797.53,800.07,793.75,800.07
2012-06-25,798.85,803.97,795.68,795.68
2012-06-26,795.05,801.32,794.04,798.51
2012-06-27,802.93,810.75,802.23,809.75
2012-06-28,813.42,819.99,805.27,814.02
2012-06-29,817.78,826.08,814.38,814.38
2012-07-02,824.57,828.45,821.44,827.40
2012-07-03,831.33,835.09,829.15,834.48
2012-07-04,837.86,838.44,827.47,830.48
2012-07-05,829.59,836.15,826.64,836.15
2012-07-06,835.87,838.23,827.32,833.94
2012-07-09,826.92,827.88,822.77,823.21
2012-07-10,824.61,837.67,823.34,837.67
2012-07-11,834.49,842.10,833.29,840.61
2012-07-12,836.13,838.29,828.60,828.66
2012-07-13,829.53,843.68,829.53,841.59
2012-07-16,843.33,848.33,840.48,843.80
2012-07-17,850.34,852.27,847.69,851.44
2012-07-18,849.29,851.39,843.38,846.80
2012-07-19,853.39,853.64,838.53,840.77
2012-07-20,843.54,845.50,834.19,836.99
2012-07-23,820.99,825.41,817.16,818.43
2012-07-24,817.53,823.96,815.93,819.59
2012-07-25,818.42,821.06,812.57,820.13
2012-07-26,824.12,826.23,808.42,808.79
2012-07-27,821.21,821.64,808.90,812.36
2012-07-30,816.32,824.48,815.85,824.48
2012-07-31,828.66,829.16,820.84,828.67
2012-08-01,826.78,830.29,824.39,829.10
2012-08-03,823.69,826.99,816.83,825.47
2012-08-06,832.44,834.92,828.51,833.52
2012-08-07,836.09,836.84,831.55,832.96
2012-08-08,836.79,839.53,834.71,835.75
2012-08-09,840.39,843.39,833.79,839.25
2012-08-10,838.26,841.50,833.82,841.50
2012-08-14,845.42,848.99,840.78,848.99
2012-08-15,845.54,848.89,841.48,848.75
2012-08-16,849.85,851.22,845.18,845.18
2012-08-17,849.45,849.46,840.87,843.73
2012-08-20,842.03,847.76,838.96,846.85
2012-08-21,845.25,850.84,844.77,848.17
2012-08-22,846.25,849.58,844.86,848.83
2012-08-23,850.20,855.64,849.30,852.17
2012-08-24,847.31,851.26,845.71,850.60
2012-08-27,852.16,853.93,846.66,846.66
2012-08-28,846.94,850.84,845.44,845.55
2012-08-29,845.34,847.96,834.88,834.88
2012-08-30,831.61,832.38,825.35,830.52
2012-08-31,829.25,840.32,827.67,840.32
2012-09-03,842.89,849.05,840.97,846.27
2012-09-04,849.88,850.56,843.01,846.46
2012-09-05,841.76,847.19,841.01,843.17
2012-09-06,846.09,852.80,845.58,850.50
2012-09-07,858.49,859.74,851.95,851.95
2012-09-10,854.56,858.27,854.17,855.12
2012-09-11,854.59,856.43,850.17,852.80
2012-09-12,858.15,862.15,856.00,862.15
2012-09-13,863.31,863.43,856.88,860.36
2012-09-14,872.85,877.34,869.82,874.81
2012-09-17,875.76,879.40,872.67,876.61
2012-09-18,872.93,876.81,868.50,870.49
2012-09-19,871.04,880.25,870.93,879.92
2012-09-20,876.74,879.99,871.90,877.22
2012-09-21,879.06,881.12,875.82,878.85
2012-09-24,875.96,879.56,873.45,876.60
2012-09-25,878.59,880.07,875.59,878.03
2012-09-26,873.92,875.69,866.03,868.98
2012-09-27,870.50,880.37,870.05,876.67
2012-09-28,884.40,887.86,882.10,886.58
2012-10-01,882.98,887.89,881.68,884.21
2012-10-02,887.69,890.11,884.53,887.50
2012-10-03,888.82,891.00,884.37,887.49
2012-10-04,887.85,892.63,885.82,886.98
2012-10-05,890.16,892.45,887.74,889.77
2012-10-08,886.82,888.13,880.22,883.05
2012-10-09,887.85,890.82,874.48,874.48
2012-10-10,869.86,875.84,869.86,872.13
2012-10-11,872.83,877.42,865.81,877.16
2012-10-12,879.68,882.96,878.15,879.31
2012-10-15,875.45,877.83,869.94,874.48
2012-10-16,878.28,879.26,871.13,871.78
2012-10-17,875.67,881.93,873.31,881.67
2012-10-18,885.64,889.78,882.00,889.29
2012-10-19,889.30,891.39,885.82,886.76
2012-10-22,881.98,888.71,880.92,887.97
2012-10-24,882.76,885.45,873.21,875.64
2012-10-25,873.97,878.93,868.34,877.61
2012-10-26,873.80,874.99,859.29,866.98
2012-10-29,866.74,868.23,861.56,865.65
2012-10-30,867.01,876.66,865.72,876.66
2012-10-31,876.21,880.38,874.39,879.06
2012-11-01,877.29,880.99,874.93,877.71
2012-11-02,884.81,887.15,882.37,883.54
2012-11-05,883.62,886.73,880.66,883.43
2012-11-06,884.21,888.42,876.61,878.72
2012-11-07,881.60,882.70,875.40,877.02
2012-11-08,868.58,873.02,866.42,872.18
2012-11-09,871.70,877.28,869.50,873.17
2012-11-12,875.24,877.55,872.08,876.30
2012-11-13,873.47,874.48,867.59,871.41
2012-11-14,872.78,874.61,864.08,864.47
2012-11-15,861.09,863.71,855.61,862.90
2012-11-16,862.47,867.29,861.52,867.07
2012-11-19,868.58,870.24,865.30,869.41
2012-11-20,873.80,875.02,862.27,864.21
2012-11-21,865.29,866.41,858.55,864.97
2012-11-22,866.95,869.76,865.04,867.40
2012-11-23,865.40,870.16,862.17,869.72
2012-11-26,873.88,876.64,871.59,874.87
2012-11-27,876.75,880.61,875.49,879.61
2012-11-28,877.93,882.73,875.52,880.70
2012-11-29,883.62,888.84,883.09,887.44
2012-11-30,890.94,902.18,890.32,898.81
2012-12-03,902.10,905.23,899.94,904.43
2012-12-04,905.40,906.35,899.24,901.85
2012-12-06,906.55,911.88,905.73,909.23
2012-12-07,910.27,911.57,902.08,905.71
2012-12-11,910.53,913.58,908.34,911.37
2012-12-12,915.97,922.08,914.16,921.70
2012-12-13,922.80,925.39,917.93,920.41
2012-12-14,921.09,924.96,919.85,922.86
2012-12-17,925.22,928.59,921.33,922.78
2012-12-18,926.41,928.05,915.88,927.02
2012-12-19,932.13,939.03,929.89,938.71
2012-12-20,937.83,939.64,933.07,937.52
2012-12-21,932.63,936.13,930.26,934.21
2012-12-24,933.75,935.73,930.58,935.73
2012-12-25,935.07,937.90,934.19,937.42
2012-12-26,937.81,941.69,936.58,939.36
2012-12-27,941.13,952.79,940.35,951.29
2012-12-28,954.69,955.60,945.39,945.39
2013-01-02,952.24,958.80,951.73,954.41
2013-01-03,957.06,959.26,951.83,953.05
2013-01-04,950.42,958.42,946.31,958.42
2013-01-07,963.14,964.01,956.17,956.17
2013-01-08,955.62,960.48,950.65,956.61
2013-01-09,960.62,964.79,959.15,959.45
2013-01-10,961.32,963.35,945.57,947.10
2013-01-11,947.76,950.08,935.99,950.08
2013-01-14,953.57,958.84,950.61,957.21
2013-01-15,961.60,962.35,949.90,953.81
2013-01-16,954.92,955.92,944.20,946.73
2013-01-17,950.19,950.90,941.43,949.84
2013-01-18,955.26,961.12,953.87,959.56
2013-01-21,964.34,965.65,958.53,963.10
2013-01-22,963.89,971.50,959.85,960.22
2013-01-23,965.32,967.66,953.40,965.24
2013-01-24,970.42,972.30,963.15,969.81
2013-01-25,971.13,978.99,970.08,977.53
2013-01-28,981.33,985.48,978.37,984.52
2013-01-29,986.83,990.78,982.43,989.92
2013-01-30,993.40,1001.97,990.14,1000.25
2013-01-31,997.22,1000.59,985.87,988.21
2013-02-01,993.32,1005.52,992.01,1005.09
2013-02-04,1011.58,1014.12,1006.84,1009.27
2013-02-05,1000.90,1010.86,999.98,1007.88
2013-02-06,1008.47,1009.72,1000.04,1001.02
2013-02-07,997.95,1002.63,988.59,999.93
2013-02-08,999.08,1005.56,994.68,995.90
2013-02-11,997.75,998.59,986.18,986.18
2013-02-12,984.54,990.07,982.12,983.68
2013-02-13,989.51,1004.14,989.46,1004.05
2013-02-14,1009.80,1013.06,1005.25,1012.43
2013-02-15,1009.92,1011.09,1001.91,1006.06
2013-02-18,1006.91,1010.21,1003.58,1004.82
2013-02-19,1007.87,1013.12,1005.52,1011.33
2013-02-20,1016.16,1021.59,1013.48,1021.05
2013-02-21,1013.92,1016.08,1005.62,1007.13
2013-02-22,1006.06,1016.86,1005.19,1014.25
2013-02-26,1011.98,1012.78,999.94,1004.67
2013-02-27,1007.75,1009.74,994.37,994.37
2013-02-28,1002.02,1014.03,996.91,1014.03
2013-03-01,1015.48,1020.35,1010.77,1013.15
2013-03-04,1013.80,1016.38,1007.79,1014.20
2013-03-05,1021.47,1023.53,1016.49,1018.94
2013-03-06,1025.15,1026.51,1020.77,1024.14
2013-03-07,1024.64,1025.61,1018.73,1022.64
2013-03-08,1029.83,1031.31,1022.68,1025.72
2013-03-11,1029.98,1035.21,1027.51,1032.33
2013-03-12,1035.11,1037.14,1028.02,1032.74
2013-03-13,1033.34,1035.80,1027.74,1033.34
2013-03-14,1031.59,1038.59,1028.59,1038.12
2013-03-15,1044.45,1046.88,1040.68,1045.26
2013-03-18,1038.18,1043.78,1037.04,1041.27
2013-03-19,1045.86,1047.64,1021.25,1029.44
2013-03-20,1029.96,1030.86,1012.07,1016.01
2013-03-21,1018.36,1019.66,1005.11,1008.14
2013-03-22,1003.43,1007.47,971.25,977.04
2013-03-25,987.29,1004.66,984.44,1002.43
2013-03-26,1002.53,1018.49,997.63,1015.99
2013-03-27,1021.61,1032.72,1020.81,1025.96
2013-03-28,1022.91,1025.95,1012.06,1014.98
2013-03-29,1021.29,1029.33,1020.78,1024.92
2013-04-01,1024.99,1025.31,1016.90,1017.35
2013-04-02,1020.00,1024.49,1012.04,1021.89
2013-04-03,1027.22,1030.26,1003.40,1004.67
2013-04-04,982.66,1010.71,980.91,1010.71
2013-04-05,1000.06,1001.92,980.14,982.48
2013-04-09,985.86,986.63,968.90,971.41
2013-04-10,975.04,984.77,962.05,984.77
2013-04-11,991.67,1002.08,984.55,1002.02
2013-04-12,1003.52,1010.60,999.42,1007.45
2013-04-17,1005.11,1015.62,1001.27,1003.73
2013-04-18,1003.23,1009.05,994.49,1008.83
2013-04-19,1012.14,1022.82,1009.19,1018.36
2013-04-22,1027.66,1028.66,1017.66,1027.92
2013-04-23,1025.61,1031.38,1018.81,1021.18
2013-04-24,1026.00,1029.32,1021.68,1024.94
2013-04-25,1026.64,1040.12,1025.54,1039.46
2013-04-26,1044.99,1048.69,1039.59,1044.82
2013-04-29,1049.61,1051.96,1039.44,1046.12
2013-04-30,1051.99,1055.62,1046.08,1055.62
2013-05-02,1058.74,1059.98,1049.64,1050.48
2013-05-03,1054.92,1056.83,1040.99,1042.70
2013-05-07,1049.43,1061.37,1038.83,1061.37
2013-05-08,1066.68,1076.58,1064.76,1071.05
2013-05-09,1073.77,1079.77,1067.70,1075.95
2013-05-10,1076.64,1079.54,1070.14,1076.13
2013-05-13,1074.94,1077.93,1065.12,1071.68
2013-05-14,1073.30,1079.77,1072.37,1074.35
2013-05-15,1080.46,1084.09,1078.51,1081.13
2013-05-16,1083.05,1084.81,1067.90,1072.89
2013-05-17,1070.43,1083.13,1067.09,1079.78
2013-05-20,1086.04,1094.62,1085.41,1092.27
2013-05-21,1093.31,1096.29,1088.24,1091.20
2013-05-22,1089.41,1094.60,1081.20,1081.69
2013-05-23,1075.66,1079.68,1048.25,1064.49
2013-05-27,1057.67,1058.02,1047.82,1053.50
2013-05-28,1053.45,1072.57,1052.52,1072.57
2013-05-29,1070.85,1075.93,1056.93,1058.59
2013-05-30,1048.90,1056.26,1041.47,1044.40
2013-05-31,1049.86,1054.27,1024.14,1029.01
2013-06-03,1025.82,1032.75,1012.13,1015.37
2013-06-04,1019.41,1029.97,1005.27,1028.91
2013-06-05,1022.27,1024.18,1005.65,1005.65
2013-06-06,997.20,999.82,983.87,989.00
2013-06-07,985.30,1008.31,984.49,1007.39
2013-06-10,1018.07,1023.03,1012.23,1014.27
2013-06-11,1006.40,1006.81,958.82,962.73
2013-06-12,950.74,969.52,942.50,950.87
2013-06-13,917.91,944.58,903.24,938.26
2013-06-14,964.89,979.08,962.14,978.87
2013-06-17,982.57,985.27,966.77,982.16
2013-06-18,980.64,997.14,950.53,950.53
2013-06-19,962.23,966.10,942.30,960.32
2013-06-20,932.01,944.24,927.56,937.44
2013-06-21,921.76,945.86,907.93,940.65
2013-06-24,932.75,943.78,916.55,916.55
2013-06-25,923.73,941.53,899.82,934.24
2013-06-26,945.77,963.07,937.81,961.98
2013-06-27,981.25,989.45,958.05,978.96
2013-06-28,992.16,994.32,978.22,982.99
2013-07-02,992.28,1000.20,983.65,992.00
2013-07-03,984.84,992.06,969.35,977.00
2013-07-04,981.96,984.40,964.01,969.00
2013-07-05,978.22,980.64,969.26,977.53
2013-07-08,965.50,970.15,952.14,952.19
2013-07-09,954.46,963.50,948.47,949.11
2013-07-10,951.65,955.69,936.62,946.66
2013-07-11,962.41,989.22,961.68,989.22
2013-07-12,993.97,997.49,984.00,991.60
2013-07-15,999.20,999.53,986.02,989.99
2013-07-16,987.71,990.11,975.11,986.45
2013-07-17,991.46,995.97,986.21,991.41
2013-07-18,995.60,1011.41,994.48,1010.46
2013-07-19,1011.56,1011.68,1000.50,1004.94
2013-07-23,1019.60,1027.39,1015.78,1027.39
2013-07-24,1026.00,1030.20,1014.77,1017.90
2013-07-25,1012.12,1013.16,987.38,987.42
2013-07-26,991.02,1002.93,979.99,1002.93
2013-07-29,991.43,992.46,983.72,986.13
2013-07-30,989.77,994.44,971.42,971.85
2013-07-31,972.71,973.39,950.19,966.03
2013-08-01,977.00,982.59,967.23,977.47
2013-08-02,979.06,980.66,956.64,966.98
2013-08-05,963.99,973.03,956.15,970.19
2013-08-06,960.71,981.92,958.45,973.34
2013-08-07,966.20,977.10,963.85,972.45
2013-08-08,979.25,990.36,978.60,983.96
2013-08-09,982.35,982.59,969.07,969.70
2013-08-13,977.87,989.86,976.77,989.86
2013-08-14,987.88,993.13,985.17,992.98
2013-08-15,991.22,993.37,982.93,986.83
2013-08-16,978.05,986.18,977.47,981.08
2013-08-19,974.73,975.58,947.70,947.70
2013-08-20,934.72,935.88,917.10,931.47
2013-08-21,919.68,932.88,917.99,918.82
2013-08-22,908.93,922.74,898.52,919.82
2013-08-23,932.17,933.35,908.58,908.97
2013-08-26,916.89,922.14,902.92,903.47
2013-08-27,897.88,898.94,880.72,883.90
2013-08-28,869.63,888.00,861.97,873.62
2013-08-29,878.46,886.76,870.93,885.07
2013-08-30,891.07,891.51,876.91,882.98
2013-09-02,886.37,903.50,883.75,903.50
2013-09-03,902.41,910.35,894.81,898.13
2013-09-04,894.57,900.52,887.77,889.33
2013-09-05,893.49,906.88,891.07,897.31
2013-09-06,898.14,914.73,895.61,913.56
2013-09-09,927.07,951.35,926.11,951.35
2013-09-10,958.49,972.79,950.23,957.77
2013-09-11,958.41,970.42,946.86,970.21
2013-09-12,971.36,977.18,956.70,956.70
2013-09-13,949.98,968.34,948.80,957.25
2013-09-16,979.25,989.53,978.52,989.37
2013-09-17,988.25,992.52,982.14,988.56
2013-09-18,987.38,993.04,977.35,982.43
2013-09-19,1017.26,1023.56,1012.11,1019.09
2013-09-20,1014.36,1018.72,1008.02,1017.30
2013-09-23,1006.56,1007.03,979.86,983.20
2013-09-24,979.03,986.31,967.53,968.70
2013-09-25,971.00,982.96,964.59,982.96
2013-09-26,973.21,985.46,972.51,973.13
2013-09-27,979.30,981.39,964.39,967.51
2013-09-30,953.89,954.31,939.86,940.88
2013-10-01,945.59,962.34,939.43,959.71
2013-10-02,960.43,964.70,953.55,959.29
2013-10-03,966.44,977.89,965.92,974.66
2013-10-04,969.80,975.84,966.29,973.12
2013-10-07,970.57,976.52,962.30,962.87
2013-10-08,962.91,981.54,959.79,978.53
2013-10-09,979.87,980.75,973.30,979.02
2013-10-10,981.20,995.00,979.84,991.92
2013-10-11,1004.42,1005.07,992.88,996.01
2013-10-14,990.16,998.42,984.19,997.23
2013-10-15,1004.08,1009.38,1001.28,1006.65
2013-10-16,1005.22,1010.44,999.59,999.59
2013-10-17,1003.47,1011.19,997.75,1002.85
2013-10-18,1008.58,1014.87,1003.93,1014.42
2013-10-21,1013.57,1014.28,986.25,988.50
2013-10-22,987.13,994.70,981.17,994.70
2013-10-24,986.34,1001.30,984.68,1001.30
2013-10-25,999.47,999.77,989.83,992.01
2013-10-28,995.08,998.55,984.47,988.57
2013-10-29,988.16,993.63,985.33,992.83
2013-10-30,993.21,993.72,973.87,977.09
2013-10-31,971.42,987.06,968.53,987.06
2013-11-01,977.54,980.08,971.46,977.27
2013-11-04,965.43,965.78,949.11,949.84
2013-11-05,954.97,969.49,954.25,967.41
2013-11-06,969.80,983.65,962.40,982.61
2013-11-07,980.49,986.31,971.77,975.97
2013-11-08,968.54,968.95,955.22,960.68
2013-11-11,944.72,964.47,941.84,962.39
2013-11-12,970.04,974.20,963.65,965.95
2013-11-13,958.74,965.89,956.86,957.50
2013-11-14,962.46,971.11,961.87,966.27
2013-11-15,973.12,975.49,965.77,971.07
2013-11-18,977.78,978.68,972.34,974.16
2013-11-19,972.29,972.80,963.46,966.06
2013-11-20,967.93,972.68,957.31,960.66
2013-11-21,952.46,953.20,939.04,940.41
2013-11-22,937.53,941.76,924.63,927.07
2013-11-25,918.12,928.66,917.24,923.30
2013-11-26,919.54,934.71,918.07,927.55
2013-11-27,924.96,938.51,924.04,937.53
2013-11-28,940.56,942.25,924.82,927.29
2013-11-29,924.34,935.83,920.70,935.22
2013-12-02,926.74,939.59,921.06,938.80
2013-12-03,938.24,952.77,937.46,945.88
2013-12-04,943.32,949.81,939.42,939.42
2013-12-06,936.76,939.51,923.10,928.98
2013-12-09,935.98,942.05,925.08,934.34
2013-12-11,929.81,937.28,929.39,935.79
2013-12-12,931.54,934.96,925.03,925.03
2013-12-13,923.87,926.03,909.99,912.95
2013-12-16,909.99,911.11,902.11,904.51
2013-12-17,910.16,914.24,908.74,911.88
2013-12-18,915.51,925.25,914.71,922.32
2013-12-19,922.46,925.26,916.50,919.45
2013-12-20,918.72,919.22,907.92,916.83
2013-12-23,916.16,917.11,901.41,904.57
2013-12-24,900.86,911.42,900.10,905.31
2013-12-25,906.41,910.11,904.77,909.60
2013-12-26,910.28,910.83,886.22,891.45
2013-12-27,888.91,889.61,875.17,883.40
2014-01-02,878.09,878.80,833.29,833.29
2014-01-03,822.27,837.38,816.50,829.89
2014-01-06,829.46,838.87,815.56,837.68
2014-01-07,842.15,861.71,840.12,861.63
2014-01-08,861.40,871.47,854.50,859.35
2014-01-09,864.58,875.56,856.62,860.00
2014-01-10,850.59,861.79,845.18,858.25
2014-01-13,849.36,880.70,849.21,880.70
2014-01-14,874.54,892.46,872.68,887.93
2014-01-15,885.12,889.09,870.00,871.02
2014-01-16,874.18,891.94,873.16,888.02
2014-01-17,890.86,891.70,876.50,883.94
2014-01-20,879.66,885.32,877.28,879.05
2014-01-21,883.37,890.70,874.45,880.84
2014-01-22,872.89,884.16,871.11,879.59
2014-01-23,881.05,897.30,877.37,894.11
2014-01-24,898.91,903.86,892.58,898.88
2014-01-27,884.29,885.93,877.50,878.55
2014-01-28,877.11,878.00,861.99,865.18
2014-01-29,867.26,870.86,861.05,863.61
2014-01-30,857.09,860.67,852.59,857.50
2014-01-31,860.79,866.56,860.11,866.34
2014-02-03,872.84,881.92,871.60,879.72
2014-02-04,869.97,871.46,863.07,865.23
2014-02-05,869.99,873.18,860.83,867.11
2014-02-06,874.33,878.55,870.72,878.27
2014-02-07,884.09,886.82,878.81,879.69
2014-02-10,882.98,884.75,872.85,874.88
2014-02-11,876.78,881.78,872.38,879.09
2014-02-12,881.34,892.85,880.19,892.57
2014-02-13,892.36,894.52,887.44,890.01
2014-02-17,895.41,906.82,893.10,906.24
2014-02-18,902.20,904.07,893.05,901.09
2014-02-19,905.33,906.32,894.73,896.85
2014-02-20,890.78,893.31,880.72,883.30
2014-02-21,883.32,887.35,876.06,883.06
2014-02-24,878.83,884.11,875.33,881.56
2014-02-25,884.89,890.31,879.63,883.16
2014-02-26,883.58,887.64,881.68,883.56
2014-02-27,884.79,896.74,884.00,894.16
2014-02-28,893.98,900.77,890.37,899.51
2014-03-03,903.53,915.81,903.32,909.96
2014-03-04,913.67,918.15,912.63,913.94
2014-03-05,920.53,922.54,911.43,917.59
2014-03-06,917.85,918.28,912.71,916.04
2014-03-07,917.98,920.28,914.15,916.97
2014-03-10,915.91,917.59,904.55,912.28
2014-03-11,915.62,925.47,914.71,923.94
2014-03-12,920.08,924.48,917.54,917.68
2014-03-13,921.77,928.86,921.36,928.86
2014-03-14,923.27,928.21,920.23,928.10
2014-03-17,929.16,931.77,923.51,931.77
2014-03-18,933.47,934.71,928.12,928.80
2014-03-19,930.98,935.30,919.88,922.81
2014-03-20,917.35,920.22,912.26,920.22
2014-03-21,920.80,921.76,913.30,919.32
2014-03-24,918.70,919.06,910.51,912.35
2014-03-25,913.68,917.37,906.28,917.34
2014-03-26,920.34,923.76,918.45,921.49
2014-03-27,922.49,925.84,917.51,919.06
2014-03-28,919.48,937.38,918.70,929.84
2014-03-31,933.64,937.00,931.22,935.76
2014-04-01,936.78,943.93,933.96,943.93
2014-04-02,945.72,951.42,941.25,950.66
2014-04-03,949.39,951.58,943.37,946.18
2014-04-04,946.84,951.17,943.48,946.53
2014-04-08,947.20,952.75,936.64,936.94
2014-04-09,940.45,944.65,936.59,938.35
2014-04-10,940.25,944.26,936.04,944.06
2014-04-11,939.39,943.69,937.28,943.45
2014-04-16,944.14,953.47,943.54,952.63
2014-04-17,952.11,959.99,951.45,957.23
2014-04-18,958.81,961.80,956.19,957.17
2014-04-21,957.66,963.24,954.71,960.25
2014-04-22,963.42,964.82,956.14,961.20
2014-04-23,963.94,968.43,963.15,966.50
2014-04-24,967.25,968.30,962.66,964.83
2014-04-25,961.65,964.63,953.36,953.36
2014-04-28,954.61,960.96,954.31,956.25
2014-04-29,954.06,958.54,950.91,956.51
2014-04-30,958.06,962.75,956.93,959.51
2014-05-02,960.73,964.71,959.89,964.36
2014-05-06,966.21,968.39,952.67,952.73
2014-05-07,943.08,952.40,940.57,951.52
2014-05-08,948.93,950.43,934.56,935.41
2014-05-09,933.75,940.30,930.44,935.41
2014-05-12,934.86,936.89,930.00,932.70
2014-05-14,936.95,946.90,936.89,946.78
2014-05-15,945.45,948.08,940.88,946.88
2014-05-16,943.04,957.89,941.85,955.52
2014-05-19,955.03,959.34,953.71,959.26
2014-05-20,947.49,951.49,942.29,946.50
2014-05-21,945.65,953.60,944.58,950.46
2014-05-22,955.47,959.47,948.62,950.59
2014-05-23,931.99,944.67,930.44,944.13
2014-05-26,944.18,944.41,931.43,937.07
2014-05-27,939.21,941.94,933.77,938.09
2014-05-28,943.07,950.01,942.01,945.08
2014-05-29,946.16,952.54,945.51,948.66
2014-05-30,951.43,955.98,950.52,952.20
2014-06-02,958.66,972.53,957.87,971.73
2014-06-03,982.48,984.60,975.77,982.07
2014-06-04,983.54,985.16,976.92,978.32
2014-06-05,981.65,982.50,974.12,980.11
2014-06-06,986.46,987.31,980.89,983.64
2014-06-09,988.24,988.96,979.54,982.07
2014-06-10,979.30,990.98,976.04,990.66
2014-06-11,990.05,990.67,979.59,985.56
2014-06-12,983.49,987.60,979.28,979.28
2014-06-13,978.17,983.84,976.25,977.89
2014-06-16,980.89,992.17,980.82,990.03
2014-06-17,992.14,993.80,986.38,988.25
2014-06-18,988.20,989.36,972.91,974.78
2014-06-19,977.76,982.71,970.36,981.66
2014-06-20,983.66,985.87,979.17,984.82
2014-06-23,987.69,989.69,983.61,985.71
2014-06-24,983.76,984.13,974.54,979.83
2014-06-25,981.21,986.83,978.49,985.87
2014-06-26,988.73,993.48,988.01,992.67
2014-06-27,994.70,1003.08,988.63,997.61
2014-06-30,1001.50,1004.79,997.70,999.62
2014-07-02,1003.49,1005.29,998.94,1002.53
2014-07-03,1002.81,1005.51,999.16,1002.99
2014-07-04,1006.53,1011.06,1003.53,1003.64
2014-07-07,1007.27,1012.04,1005.40,1009.18
2014-07-08,1011.66,1017.93,1011.03,1013.82
2014-07-09,1011.87,1017.30,1010.68,1013.12
2014-07-10,1017.62,1022.28,1016.56,1021.06
2014-07-14,1026.26,1032.20,1024.79,1029.68
2014-07-15,1032.55,1032.90,1023.47,1026.21
2014-07-16,1027.98,1033.44,1025.81,1029.54
2014-07-17,1028.14,1033.07,1025.53,1033.07
2014-07-18,1030.63,1034.91,1023.45,1030.19
2014-07-21,1031.97,1035.70,1029.40,1031.65
2014-07-22,1034.53,1035.93,1016.13,1019.72
2014-07-23,1024.79,1033.86,1024.00,1033.86
2014-07-24,1036.56,1036.95,1031.38,1034.98
2014-07-25,1035.21,1037.05,1028.82,1033.82
2014-07-28,1034.64,1035.18,1024.99,1028.27
2014-07-29,1030.50,1034.86,1016.31,1018.53
2014-07-30,1019.08,1025.35,1006.90,1019.40
2014-07-31,1015.79,1022.99,1005.54,1006.97
2014-08-01,997.61,1007.10,996.70,1005.23
2014-08-04,1008.42,1020.58,1006.19,1019.45
2014-08-05,1021.52,1028.69,1019.43,1025.51
2014-08-06,1024.42,1028.51,1019.99,1021.42
2014-08-07,1022.90,1023.72,1014.59,1021.71
2014-08-08,1014.45,1019.85,1012.44,1018.47
2014-08-13,1026.42,1039.61,1025.26,1038.63
2014-08-14,1042.71,1044.40,1034.20,1036.64
2014-08-15,1037.66,1042.17,1031.52,1039.38
2014-08-18,1040.19,1042.36,1033.03,1035.54
2014-08-19,1041.30,1042.06,1035.17,1035.70
2014-08-20,1037.76,1042.88,1037.76,1041.56
2014-08-21,1040.01,1044.28,1038.77,1040.80
2014-08-22,1044.21,1046.05,1042.43,1043.55
2014-08-25,1046.93,1051.48,1044.37,1048.53
2014-08-26,1049.90,1051.55,1044.78,1046.19
2014-08-27,1048.74,1054.11,1045.64,1049.71
2014-08-28,1050.94,1051.85,1039.00,1044.40
2014-08-29,1040.35,1047.39,1039.37,1044.25
2014-09-01,1048.53,1051.06,1045.85,1046.14
2014-09-02,1047.88,1051.42,1045.47,1047.85
2014-09-03,1051.77,1060.08,1049.78,1058.83
2014-09-04,1060.10,1061.91,1054.58,1056.87
2014-09-05,1058.92,1061.29,1055.09,1059.57
2014-09-08,1062.71,1064.22,1059.13,1059.30
2014-09-09,1060.53,1063.12,1055.97,1058.47
2014-09-10,1053.37,1060.14,1046.68,1057.77
2014-09-11,1056.68,1062.37,1054.63,1056.05
2014-09-12,1058.23,1059.20,1047.48,1056.21
2014-09-15,1052.74,1056.72,1050.39,1053.01
2014-09-16,1055.80,1055.91,1043.58,1043.58
2014-09-17,1047.67,1050.89,1042.67,1048.39
2014-09-18,1052.13,1057.23,1050.48,1056.78
2014-09-19,1061.45,1062.81,1055.31,1057.43
2014-09-22,1056.51,1064.28,1055.20,1061.18
2014-09-23,1063.88,1066.20,1058.40,1062.16
2014-09-24,1064.41,1067.64,1060.90,1062.76
2014-09-25,1064.92,1067.88,1062.53,1063.18
2014-09-26,1062.81,1069.08,1062.01,1069.08
2014-09-29,1068.82,1070.00,1050.84,1056.50
2014-09-30,1056.73,1062.06,1053.13,1057.22
2014-10-01,1059.84,1064.43,1056.12,1057.88
2014-10-02,1054.40,1058.48,1043.41,1047.78
2014-10-03,1046.52,1050.31,1036.05,1047.12
